Date,TCS.NS,INFY.NS,RELIANCE.NS
2020-01-01,1866.1136474609375,633.1510620117188,675.3241577148438
2020-01-02,1857.5474853515625,631.3036499023438,686.8212280273438
2020-01-03,1894.567138671875,641.013427734375,687.6488037109375
2020-01-06,1894.394775390625,634.8696899414062,671.7006225585938
2020-01-07,1899.043701171875,625.4607543945312,682.0345458984375
2020-01-08,1941.5723876953125,617.1257934570312,676.9122924804688
2020-01-09,1906.3614501953125,625.159912109375,692.5026245117188
2020-01-10,1905.6729736328125,634.2682495117188,692.3460083007812
2020-01-13,1885.699462890625,664.6862182617188,690.5789794921875
2020-01-14,1899.9481201171875,666.4906005859375,684.1819458007812
2020-01-15,1917.166015625,659.5305786132812,681.6990356445312
2020-01-16,1927.4107666015625,659.0582275390625,687.9842529296875
2020-01-17,1910.450927734375,659.7883911132812,707.2652587890625
2020-01-20,1868.4815673828125,660.3038940429688,685.5015258789062
2020-01-21,1869.084228515625,655.1912841796875,686.1949462890625
2020-01-22,1899.9481201171875,661.8076171875,685.9488525390625
2020-01-23,1890.499267578125,673.96630859375,683.0411376953125
2020-01-24,1883.984130859375,672.5916137695312,680.6701049804688
2020-01-27,1871.77490234375,668.5958251953125,673.9597778320312
2020-01-28,1884.2864990234375,668.510009765625,658.3919677734375
2020-01-29,1859.134033203125,678.5634155273438,662.0154418945312
2020-01-30,1844.6812744140625,670.8300170898438,645.8660888671875
2020-01-31,1793.9444580078125,666.74853515625,631.5060424804688
2020-02-03,1814.1788330078125,659.4017333984375,619.8076782226562
2020-02-04,1818.7088623046875,676.9737548828125,638.1044311523438
2020-02-05,1852.1878662109375,674.1382446289062,647.9909057617188
2020-02-06,1836.484375,662.7958374023438,652.1513671875
2020-02-07,1843.5595703125,667.908447265625,641.3478393554688
2020-02-10,1865.4755859375,664.3855590820312,642.2200927734375
2020-02-11,1858.098388671875,664.6862182617188,649.8922119140625
2020-02-12,1873.069580078125,671.1307373046875,657.7432861328125
2020-02-13,1891.362060546875,680.7545776367188,659.465576171875
2020-02-14,1884.6754150390625,675.7708129882812,665.4824829101562
2020-02-17,1901.1121826171875,678.3485107421875,661.2996826171875
2020-02-18,1911.8980712890625,685.3945922851562,656.4458618164062
2020-02-19,1895.15869140625,687.8004760742188,672.7295532226562
2020-02-20,1861.031982421875,684.8359375,664.7443237304688
2020-02-24,1825.266845703125,683.8478393554688,646.4028930664062
2020-02-25,1860.4715576171875,686.0391235351562,633.6309204101562
2020-02-26,1832.3851318359375,672.5916137695312,622.7155151367188
2020-02-27,1816.7669677734375,668.3810424804688,620.1432495117188
2020-02-28,1725.8646240234375,628.7260131835938,594.3756713867188
2020-03-02,1726.8565673828125,636.7601318359375,588.7837524414062
2020-03-03,1756.9705810546875,641.8726196289062,600.7280883789062
2020-03-04,1797.525390625,651.9691162109375,599.3189697265625
2020-03-05,1833.6365966796875,648.403076171875,586.5469970703125
2020-03-06,1826.2156982421875,634.9556884765625,568.5857543945312
2020-03-09,1701.8763427734375,605.310791015625,498.41845703125
2020-03-11,1685.7838134765625,589.4573974609375,516.044189453125
2020-03-12,1527.1456298828125,542.3695068359375,475.5363464355469
2020-03-13,1558.5972900390625,551.9502563476562,494.4593811035156
2020-03-16,1463.7681884765625,501.08172607421875,454.37652587890625
2020-03-17,1430.634033203125,476.850341796875,450.9319152832031
2020-03-18,1427.5279541015625,459.10650634765625,433.261474609375
2020-03-19,1422.269287109375,468.77325439453125,410.5359191894531
2020-03-20,1562.292724609375,502.84332275390625,455.3830871582031
2020-03-23,1451.25634765625,452.3612976074219,395.4825439453125
2020-03-24,1480.330078125,506.7959289550781,422.0329284667969
2020-03-25,1521.3114013671875,520.8877563476562,484.1478576660156
2020-03-26,1556.6431884765625,552.5089721679688,476.96783447265625
2020-03-27,1585.80419921875,560.84375,476.699462890625
2020-03-30,1545.8221435546875,538.5028686523438,460.97503662109375
2020-03-31,1587.19482421875,551.219970703125,498.2395324707031
2020-04-01,1485.197265625,517.96630859375,483.3426513671875
2020-04-03,1437.7838134765625,503.27288818359375,482.0005798339844
2020-04-07,1542.9537353515625,549.07177734375,539.5526123046875
2020-04-08,1482.3292236328125,542.7132568359375,533.3119506835938
2020-04-09,1535.0880126953125,546.7088623046875,545.7484130859375
2020-04-13,1529.0906982421875,547.697021484375,531.969970703125
2020-04-15,1508.1435546875,549.1148071289062,514.388916015625
2020-04-16,1491.5423583984375,536.0538940429688,522.53076171875
2020-04-17,1569.8984375,540.2643432617188,547.5601806640625
2020-04-20,1580.719482421875,561.3593139648438,556.4177856445312
2020-04-21,1510.31640625,544.0880737304688,553.5322875976562
2020-04-22,1537.99951171875,551.5206909179688,610.0106201171875
2020-04-23,1632.5220947265625,583.7002563476562,613.2763671875
2020-04-24,1580.6324462890625,565.3978881835938,633.8993530273438
2020-04-27,1596.3209228515625,571.0689697265625,639.6030883789062
2020-04-28,1615.833984375,567.718017578125,638.8873901367188
2020-04-29,1656.3375244140625,581.3372802734375,638.3504638671875
2020-04-30,1750.9034423828125,614.8057250976562,655.8196411132812
2020-05-04,1677.8929443359375,578.8884887695312,642.0411376953125
2020-05-05,1679.892333984375,578.8884887695312,653.42626953125
2020-05-06,1654.5556640625,572.1860961914062,653.4710693359375
2020-05-07,1644.1690673828125,571.3698120117188,674.138671875
2020-05-08,1645.6900634765625,579.318115234375,698.6761474609375
2020-05-11,1682.1083984375,586.7936401367188,705.3862915039062
2020-05-12,1694.4505615234375,590.8751831054688,661.7470092773438
2020-05-13,1694.580810546875,596.4603881835938,675.7871704101562
2020-05-14,1653.4691162109375,565.52685546875,648.4657592773438
2020-05-15,1645.2554931640625,560.5,659.0557250976562
2020-05-18,1691.060791015625,570.4676513671875,650.6334838867188
2020-05-19,1693.7115478515625,574.506103515625,636.2501220703125
2020-05-20,1698.0145263671875,575.3224487304688,647.4496459960938
2020-05-21,1730.6949462890625,577.599609375,650.8592529296875
2020-05-22,1756.0313720703125,594.9136962890625,646.4788818359375
2020-05-26,1688.80078125,584.7744140625,643.0918579101562
2020-05-27,1742.9501953125,606.1700439453125,652.8010864257812
2020-05-28,1742.0811767578125,607.8456420898438,664.858642578125
2020-05-29,1714.310791015625,601.8359985351562,661.3136596679688
2020-06-01,1777.674072265625,609.2828369140625,686.580322265625
2020-06-02,1779.324951171875,616.7295532226562,693.5122680664062
2020-06-03,1783.6837158203125,611.0247192382812,696.19921875
2020-06-04,1823.2603759765625,616.4247436523438,713.4275512695312
2020-06-05,1785.514404296875,612.7666625976562,714.2855224609375
2020-06-08,1805.999755859375,627.8343505859375,708.7760620117188
2020-06-09,1806.261474609375,625.003662109375,694.1670532226562
2020-06-10,1838.2540283203125,623.4795532226562,709.9728393554688
2020-06-11,1802.4259033203125,613.1150512695312,694.4154052734375
2020-06-12,1777.886962890625,602.75048828125,717.4918823242188
2020-06-15,1769.5184326171875,598.8311157226562,729.1204833984375
2020-06-16,1783.37890625,610.7199096679688,730.5428466796875
2020-06-17,1785.1220703125,612.8538208007812,729.481689453125
2020-06-18,1776.6661376953125,621.78125,747.793701171875
2020-06-19,1782.33251953125,614.508544921875,794.5337524414062
2020-06-22,1767.8184814453125,612.8972778320312,788.5501098632812
2020-06-23,1774.2255859375,627.6602783203125,777.1473999023438
2020-06-24,1780.240478515625,621.9989624023438,780.285888671875
2020-06-25,1757.4881591796875,610.1101684570312,775.7925415039062
2020-06-26,1847.0584716796875,651.6552734375,786.5179443359375
2020-06-29,1832.064208984375,637.3278198242188,778.1634521484375
2020-06-30,1815.0657958984375,640.98583984375,769.5606079101562
2020-07-01,1823.6962890625,637.4585571289062,784.68896484375
2020-07-02,1880.4453125,658.9712524414062,798.19775390625
2020-07-03,1917.4940185546875,664.2840576171875,810.689697265625
2020-07-06,1972.8916015625,665.4163818359375,839.6640014648438
2020-07-07,1978.733154296875,691.676025390625,826.8092041015625
2020-07-08,1934.2744140625,674.7357177734375,815.26953125
2020-07-09,1921.59130859375,680.8324584960938,827.1719360351562
2020-07-10,1937.2821044921875,680.9630737304688,851.5665893554688
2020-07-13,1935.2335205078125,694.2018432617188,877.3895874023438
2020-07-14,1893.346923828125,682.1824951171875,869.2277221679688
2020-07-15,1947.3504638671875,723.7274169921875,836.1272583007812
2020-07-16,1952.4608154296875,793.4481811523438,835.855224609375
2020-07-17,1922.7559814453125,786.611083984375,866.8245849609375
2020-07-20,1929.00244140625,813.7415771484375,870.5426025390625
2020-07-21,1943.9874267578125,815.8753662109375,893.9623413085938
2020-07-22,1914.1939697265625,799.4578247070312,908.67626953125
2020-07-23,1896.93896484375,790.7916259765625,933.0708618164062
2020-07-24,1884.8817138671875,803.76904296875,973.1314697265625
2020-07-27,1928.0421142578125,826.0656127929688,977.6884765625
2020-07-28,2017.9876708984375,838.6077270507812,987.4371948242188
2020-07-29,1988.5447998046875,831.0301513671875,950.6866455078125
2020-07-30,1991.55908203125,837.38818359375,956.2184448242188
2020-07-31,1993.2186279296875,841.3511962890625,937.2877807617188
2020-08-03,1969.4111328125,833.4254150390625,910.9434204101562
2020-08-04,1965.523193359375,827.2850952148438,975.1492919921875
2020-08-05,1974.0853271484375,822.7996215820312,964.1988525390625
2020-08-06,2016.5462646484375,845.5751953125,967.6676635742188
2020-08-07,2005.4068603515625,828.1995849609375,973.2675170898438
2020-08-10,1994.441650390625,828.5914916992188,961.206298828125
2020-08-11,1991.908203125,826.0656127929688,967.5316162109375
2020-08-12,1972.20654296875,831.7269897460938,964.7202758789062
2020-08-13,1969.6732177734375,828.4608764648438,962.203857421875
2020-08-14,1958.926513671875,830.55126953125,958.4630126953125
2020-08-17,1968.755615234375,833.947998046875,948.2835083007812
2020-08-18,1983.0399169921875,842.7010498046875,960.6167602539062
2020-08-19,1971.5511474609375,835.515625,966.5114135742188
2020-08-20,1968.2755126953125,831.901123046875,950.8679809570312
2020-08-21,1964.56201171875,826.3705444335938,943.9758911132812
2020-08-24,1964.125,825.1511840820312,950.278564453125
2020-08-25,1959.363037109375,817.0512084960938,944.0892333984375
2020-08-26,1968.843017578125,828.1124877929688,969.11865234375
2020-08-27,1964.3870849609375,824.8463134765625,957.0120239257812
2020-08-28,1955.7816162109375,814.5689697265625,959.5286254882812
2020-08-31,1972.1192626953125,808.7770385742188,943.4544067382812
2020-09-01,1962.595947265625,796.191650390625,946.4244384765625
2020-09-02,1979.02099609375,804.7706298828125,964.992431640625
2020-09-03,2009.032470703125,814.830322265625,957.6921997070312
2020-09-04,1999.6842041015625,800.5465087890625,941.89013671875
2020-09-07,2033.102294921875,805.6851196289062,944.338623046875
2020-09-08,2051.580322265625,818.096435546875,955.425048828125
2020-09-09,2033.6260986328125,808.0367431640625,980.0236206054688
2020-09-10,2036.684814453125,818.7496948242188,1049.239990234375
2020-09-11,2074.208984375,823.670654296875,1051.84716796875
2020-09-14,2176.6923828125,852.1511840820312,1044.0482177734375
2020-09-15,2176.6923828125,855.6785278320312,1051.439208984375
2020-09-16,2186.826904296875,872.4880981445312,1054.023681640625
2020-09-17,2150.08837890625,880.5446166992188,1042.3250732421875
2020-09-18,2140.43408203125,872.8364868164062,1045.4764404296875
2020-09-21,2153.88818359375,879.5864868164062,1022.8728637695312
2020-09-22,2204.25634765625,877.49609375,1002.6046142578125
2020-09-23,2155.766845703125,888.1654052734375,1011.5144653320312
2020-09-24,2037.6458740234375,849.5380859375,989.0242919921875
2020-09-25,2116.320556640625,880.9365234375,998.3196411132812
2020-09-28,2119.815673828125,880.02197265625,1004.9170532226562
2020-09-29,2174.07080078125,878.8026733398438,1017.9757690429688
2020-09-30,2177.47802734375,878.1493530273438,1013.1242065429688
2020-10-01,2204.693603515625,886.3364868164062,1008.9979248046875
2020-10-05,2364.00927734375,913.3798217773438,1003.08056640625
2020-10-06,2371.43603515625,919.5201416015625,1002.2417602539062
2020-10-07,2390.35107421875,928.926513671875,1023.6211547851562
2020-10-08,2468.763916015625,952.5730590820312,1015.3458862304688
2020-10-09,2457.623779296875,963.9827880859375,1012.716064453125
2020-10-12,2472.52099609375,986.0181884765625,1014.348388671875
2020-10-13,2469.5068359375,1008.4020385742188,1034.1407470703125
2020-10-14,2465.16357421875,990.2860107421875,1037.22412109375
2020-10-15,2404.62255859375,965.2456665039062,1000.4960327148438
2020-10-16,2424.539794921875,982.0116577148438,986.57568359375
2020-10-19,2379.1337890625,980.618408203125,986.757080078125
2020-10-20,2403.21875,990.721435546875,977.5525512695312
2020-10-21,2347.415283203125,1000.17138671875,963.360107421875
2020-10-22,2343.68603515625,983.36181640625,955.35693359375
2020-10-23,2357.41796875,988.1593627929688,958.1228637695312
2020-10-26,2358.646240234375,979.3121948242188,920.057373046875
2020-10-27,2307.71240234375,960.2974853515625,922.5059204101562
2020-10-28,2300.737548828125,947.7088623046875,912.0542602539062
2020-10-29,2309.90625,946.212158203125,919.0597534179688
2020-10-30,2338.1591796875,933.6676635742188,931.5745849609375
2020-11-02,2285.294677734375,943.9675903320312,851.2945556640625
2020-11-03,2310.739501953125,935.384521484375,839.0292358398438
2020-11-04,2327.89306640625,963.0263061523438,867.5046997070312
2020-11-05,2356.4521484375,971.87353515625,886.4580688476562
2020-11-06,2375.535888671875,979.5765380859375,920.0800170898438
2020-11-09,2392.3388671875,1000.5281372070312,929.8514404296875
2020-11-10,2324.778564453125,960.4736328125,945.2001342773438
2020-11-11,2358.29541015625,988.1593627929688,905.5928344726562
2020-11-12,2343.599365234375,983.9779663085938,897.7938842773438
2020-11-13,2331.1396484375,989.6561889648438,905.2301025390625
2020-11-14,2342.984619140625,997.7989501953125,907.9053955078125
2020-11-17,2339.211669921875,989.2158813476562,903.8018798828125
2020-11-18,2304.6416015625,977.6397705078125,901.05859375
2020-11-19,2313.634521484375,965.4912719726562,894.6878051757812
2020-11-20,2334.122802734375,971.3013305664062,861.292724609375
2020-11-23,2390.277099609375,1003.4330444335938,884.5083618164062
2020-11-24,2388.346923828125,1003.6093139648438,890.5616455078125
2020-11-25,2370.140380859375,982.1293334960938,883.193359375
2020-11-26,2387.074462890625,979.9725952148438,885.369873046875
2020-11-27,2351.144287109375,968.3522338867188,875.0316772460938
2020-12-01,2392.514404296875,1001.6724243164062,886.4127807617188
2020-12-02,2412.47509765625,1004.3572387695312,887.8864135742188
2020-12-03,2377.290771484375,991.6367797851562,890.5616455078125
2020-12-04,2393.171875,998.8552856445312,882.7173461914062
2020-12-07,2402.078125,1006.6463623046875,887.9090576171875
2020-12-08,2454.371337890625,1015.3172607421875,904.0286254882812
2020-12-09,2466.216552734375,1034.5523681640625,919.0824584960938
2020-12-10,2442.96435546875,1027.9940185546875,910.0364990234375
2020-12-11,2442.350341796875,1023.9884643554688,909.492431640625
2020-12-14,2454.72216796875,1025.1771240234375,902.9176635742188
2020-12-15,2423.004638671875,1016.4176635742188,895.2319946289062
2020-12-16,2469.199462890625,1026.1893310546875,896.2294921875
2020-12-17,2490.257080078125,1020.4671630859375,900.3331298828125
2020-12-18,2510.26220703125,1047.4051513671875,903.031005859375
2020-12-21,2474.419921875,1036.4010009765625,879.5206298828125
2020-12-22,2520.352783203125,1074.4310302734375,878.1603393554688
2020-12-23,2552.157958984375,1103.08544921875,881.40234375
2020-12-24,2552.684814453125,1088.1197509765625,904.2100219726562
2020-12-28,2570.27734375,1091.861083984375,908.3588256835938
2020-12-29,2571.2421875,1100.6644287109375,902.3509521484375
2020-12-30,2552.640869140625,1097.5833740234375,904.822021484375
2020-12-31,2511.797607421875,1105.5064697265625,900.1971435546875
2021-01-01,2569.267822265625,1109.599853515625,901.1946411132812
2021-01-04,2666.83544921875,1134.0726318359375,902.713623046875
2021-01-05,2713.820556640625,1138.958251953125,891.4911499023438
2021-01-06,2677.408203125,1128.6585693359375,867.9807739257812
2021-01-07,2661.00048828125,1111.0963134765625,866.5751953125
2021-01-08,2738.30029296875,1155.068115234375,876.800048828125
2021-01-11,2787.040283203125,1211.496826171875,860.2723999023438
2021-01-12,2785.63671875,1207.5794677734375,887.3876953125
2021-01-13,2771.685546875,1221.13623046875,879.112548828125
2021-01-14,2857.615478515625,1206.47900390625,888.9973754882812
2021-01-15,2842.36376953125,1183.9866943359375,878.5003662109375
2021-01-18,2832.166259765625,1155.024169921875,899.5849609375
2021-01-19,2866.40625,1159.07373046875,914.298828125
2021-01-20,2908.68994140625,1179.14501953125,931.6652221679688
2021-01-21,2877.96630859375,1179.364990234375,951.93359375
2021-01-22,2903.67919921875,1180.3775634765625,929.3526611328125
2021-01-25,2893.305908203125,1166.5123291015625,880.1100463867188
2021-01-27,2866.7138671875,1145.2967529296875,859.2522583007812
2021-01-28,2810.013427734375,1123.4647216796875,850.8864135742188
2021-01-29,2735.115966796875,1090.7608642578125,835.1976928710938
2021-02-01,2759.730712890625,1109.9959716796875,859.3883056640625
2021-02-02,2816.079345703125,1119.1070556640625,873.2179565429688
2021-02-03,2813.0908203125,1130.9033203125,875.4171142578125
2021-02-04,2802.893310546875,1126.23779296875,872.5377807617188
2021-02-05,2776.0810546875,1119.85546875,872.288330078125
2021-02-08,2825.441650390625,1147.5416259765625,884.8484497070312
2021-02-09,2792.7392578125,1149.3021240234375,886.9795532226562
2021-02-10,2824.738525390625,1141.335205078125,895.2092895507812
2021-02-11,2818.3203125,1137.9461669921875,932.11865234375
2021-02-12,2804.959228515625,1153.0435791015625,925.7252197265625
2021-02-15,2760.169921875,1152.9114990234375,921.6443481445312
2021-02-16,2732.874755859375,1135.9654541015625,933.8417358398438
2021-02-17,2701.491455078125,1127.9544677734375,944.6107177734375
2021-02-18,2687.645751953125,1137.769775390625,937.559814453125
2021-02-19,2700.392578125,1136.7576904296875,943.2730712890625
2021-02-22,2600.705322265625,1113.7811279296875,910.5352172851562
2021-02-23,2619.8251953125,1114.7935791015625,917.4954833984375
2021-02-24,2591.606689453125,1121.792236328125,934.5218505859375
2021-02-25,2633.099365234375,1122.0120849609375,972.3153076171875
2021-02-26,2544.3125,1103.3052978515625,945.7669677734375
2021-03-01,2570.59716796875,1115.365966796875,952.9765014648438
2021-03-02,2642.8134765625,1148.3778076171875,954.92626953125
2021-03-03,2689.1845703125,1182.7542724609375,998.5009765625
2021-03-04,2680.920654296875,1171.134033203125,986.5984497070312
2021-03-05,2644.307373046875,1159.1177978515625,987.890625
2021-03-08,2643.34033203125,1175.8878173828125,993.5133056640625
2021-03-09,2682.019775390625,1184.51513671875,993.4905395507812
2021-03-10,2699.600830078125,1204.4102783203125,989.3643798828125
2021-03-12,2688.17333984375,1210.3084716796875,969.254638671875
2021-03-15,2695.381591796875,1209.2080078125,956.2412109375
2021-03-16,2733.9736328125,1218.36328125,952.4777221679688
2021-03-17,2736.5224609375,1221.0045166015625,931.9599609375
2021-03-18,2669.3173828125,1177.0762939453125,910.98876953125
2021-03-19,2681.36083984375,1183.546630859375,944.0438232421875
2021-03-22,2751.202880859375,1206.7431640625,935.1566162109375
2021-03-23,2762.587646484375,1207.4034423828125,946.5377197265625
2021-03-24,2743.68701171875,1191.7335205078125,928.309814453125
2021-03-25,2694.2392578125,1174.171142578125,902.9857177734375
2021-03-26,2695.95361328125,1176.283935546875,904.4367065429688
2021-03-30,2776.6083984375,1219.5078125,920.1480712890625
2021-03-31,2793.574951171875,1204.3221435546875,908.26806640625
2021-04-01,2782.27880859375,1219.4197998046875,916.77001953125
2021-04-05,2847.242919921875,1241.163818359375,903.5072021484375
2021-04-06,2869.92236328125,1242.1759033203125,899.7437133789062
2021-04-07,2875.8125,1259.033935546875,908.1547241210938
2021-04-08,2916.2060546875,1267.529052734375,909.288330078125
2021-04-09,2920.51318359375,1268.5855712890625,898.723388671875
2021-04-12,2853.967529296875,1255.11669921875,866.5751953125
2021-04-13,2728.698974609375,1229.939453125,875.9385986328125
2021-04-15,2829.704833984375,1197.8958740234375,881.6064453125
2021-04-16,2808.7822265625,1191.7335205078125,876.0745239257812
2021-04-19,2779.465576171875,1199.4805908203125,862.2901000976562
2021-04-20,2764.301513671875,1189.6209716796875,862.0408935546875
2021-04-22,2741.66552734375,1189.4007568359375,864.4213256835938
2021-04-23,2733.489990234375,1174.171142578125,863.491943359375
2021-04-26,2725.842041015625,1182.7542724609375,878.6817626953125
2021-04-27,2753.269287109375,1187.11181640625,901.7161254882812
2021-04-28,2746.32421875,1193.71435546875,905.6382446289062
2021-04-29,2738.544677734375,1194.0223388671875,917.7675170898438
2021-04-30,2668.570068359375,1192.2618408203125,904.3685913085938
